kicks,kicks_prop,marks,marks_prop,handballs,handballs_prop,disposals,disposals_prop,effective_disposals,disposal_efficiency_percentage,goals,goals_prop,behinds,behinds_prop,tackles,tackles_prop,rebounds,inside_fifties,inside_fifties_prop,clearances,clearances_prop,clangers,free_kicks_for,free_kicks_against,contested_possessions,contested_possessions_prop,uncontested_possessions,uncontested_possessions_prop,contested_marks,contested_marks_prop,marks_inside_fifty,marks_inside_fifty_prop,one_percenters,bounces,goal_assists,goal_assists_prop,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers_prop,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,intercept_marks,marks_on_lead,pressure_acts,rating_points,score_launches,shots_at_goal,shots_at_goal_prop,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
11,0.026634382566585957,8,0.04371584699453552,4,0.013468013468013467,15,0.02112676056338028,10,67,2,0.07692307692307693,1,0.08333333333333333,5,0.04716981132075472,0,3,0.02857142857142857,0,0,1,3,0,3,0.011538461538461539,12,0.027586206896551724,0,0,1,0.041666666666666664,4,0,1,0.05555555555555555,87,101,106,0,0,5,323,0.007407407407407408,1,4,0,0,1,0,4,6,0,0,1,2,11,8.8,1,3,0.06382978723404255,3,64,10,18,118,0,0,0,0,136,0,1,0,0,0,1,0,0,0,-0.08903087675571442,Daniel McStay,0,16086,21,Brisbane Lions,2021,44,0
12,0.028169014084507043,6,0.03125,9,0.03879310344827586,21,0.031914893617021274,15,71,0,0,0,0,0,0,1,1,0.010869565217391304,2,0.028169014084507043,2,0,1,2,0.00816326530612245,19,0.047619047619047616,0,0,0,0,2,0,0,0,84,69,61,0,2,1,172,0.016260162601626018,2,0,0,1,0,0,7,6,0,1,1,1,10,3.6,1,0,0,2,16,16,8,64,0,0,0,0,87,1,0,0,0,1,0,0,0,0,-0.05716041475534439,Darcy Tucker,0,16038,16,Fremantle,2021,41,0
10,0.02237136465324385,9,0.03896103896103896,7,0.021739130434782608,17,0.022106631989596878,8,47,1,0.03225806451612903,2,0.08695652173913043,2,0.023255813953488372,0,4,0.03669724770642202,0,0,4,2,0,10,0.040983606557377046,8,0.01568627450980392,5,0.17857142857142858,4,0.125,0,0,0,0,92,89,70,0,0,6,326,0.04310344827586207,2,0,0,0,4,2,2,5,1,3,1,1,7,6.2,1,4,0.06896551724137931,0,75,14,9,68,0,0,0,0,113,1,0,0,1,0,0,0,0,0,0.1157611608505249,Tim Membrey,0,15897,3,St Kilda,2021,10,0
6,0.014251781472684086,8,0.043243243243243246,7,0.022508038585209004,13,0.017759562841530054,12,92,0,0,0,0,1,0.010309278350515464,0,1,0.01,3,0.046153846153846156,2,0,2,8,0.02867383512544803,8,0.017699115044247787,2,0.07142857142857142,0,0,7,0,0,0,77,78,103,1,2,4,174,0.006756756756756757,6,0,0,0,1,0,2,5,0,2,4,3,5,16,2,0,0,3,62,10,6,46,0,0,0,0,98,1,0,0,0,0,0,0,1,0,-0.04925461858510971,Jonathon Ceglar,0,16045,17,Hawthorn,2021,41,0
14,0.03271028037383177,4,0.01990049751243781,6,0.021660649819494584,20,0.028368794326241134,12,60,1,0.034482758620689655,0,0,10,0.08264462809917356,2,4,0.04081632653061224,6,0.08955223880597014,3,3,2,12,0.045283018867924525,10,0.02336448598130841,0,0,0,0,0,0,0,0,72,109,113,3,3,5,318,0.023255813953488372,3,0,0,0,0,0,9,10,1,8,1,1,22,9.1,1,1,0.018518518518518517,0,28,9,17,111,0,0,5,1,258,0,1,1,0,0,0,0,0,0,1.6323505640029907,Trent Cotchin,0,15985,11,Richmond,2021,2,2
19,0.042986425339366516,5,0.03816793893129771,19,0.06484641638225255,38,0.05170068027210884,27,71,0,0,0,0,7,0.0457516339869281,3,8,0.07547169811320754,9,0.1,4,0,0,16,0.04833836858006042,22,0.05555555555555555,0,0,0,0,0,0,1,0.07692307692307693,87,138,146,3,6,9,532,0.06918238993710692,3,2,0,0,0,0,5,9,2,16,0,0,17,13.5,3,0,0,0,20,7,13,85,1,1,3,0,177,0,1,0,0,0,0,0,0,1,2.2272355556488037,Jack Macrae,0,16066,19,Western Bulldogs,2021,2,2
12,0.02727272727272727,5,0.022935779816513763,9,0.02735562310030395,21,0.027308192457737322,18,86,0,0,0,0,3,0.02564102564102564,1,4,0.041237113402061855,0,0,3,3,1,7,0.029045643153526972,16,0.030828516377649325,0,0,0,0,1,1,0,0,85,81,82,0,0,6,361,0.03773584905660377,2,1,0,0,0,0,6,10,0,3,0,0,11,8.1,0,0,0,0,5,10,9,64,0,0,0,0,92,1,0,0,0,0,0,0,0,1,-0.025319570675492287,Tom Phillips,0,15901,3,Hawthorn,2021,42,0
11,0.026004728132387706,3,0.015789473684210527,6,0.02654867256637168,17,0.026194144838212634,11,65,0,0,0,0,4,0.03508771929824561,1,2,0.020618556701030927,1,0.012987012987012988,3,1,0,3,0.01195219123505976,12,0.031496062992125984,0,0,1,0.05555555555555555,0,0,1,0.06666666666666667,65,71,67,0,1,3,239,0.04201680672268908,2,1,0,0,0,0,4,6,0,2,0,2,14,7.7,1,1,0.0196078431372549,0,1,9,12,81,0,0,0,0,74,0,1,0,1,0,0,0,0,0,0.046529218554496765,Brandan Parfitt,0,15885,2,Geelong,2021,17,0
12,0.027586206896551724,8,0.043478260869565216,11,0.03754266211604096,23,0.03159340659340659,20,87,0,0,0,0,2,0.018518518518518517,1,3,0.028846153846153848,0,0,1,1,0,7,0.026022304832713755,16,0.037037037037037035,1,0.043478260869565216,0,0,8,0,0,0,86,96,108,0,0,3,234,0.007751937984496124,7,0,0,1,0,0,7,10,0,5,2,1,10,13.9,1,0,0,7,2,16,12,88,0,0,4,0,72,1,0,0,0,0,0,0,0,0,0.7572908997535706,Jack Henry,0,15934,7,Geelong,2021,5,0
15,0.03480278422273782,3,0.020134228187919462,20,0.057971014492753624,35,0.045103092783505154,23,66,0,0,0,0,3,0.022900763358778626,1,3,0.029411764705882353,6,0.075,7,2,1,16,0.05161290322580645,18,0.03854389721627409,0,0,0,0,2,0,0,0,85,105,97,2,4,5,313,0.05194805194805195,5,0,0,0,0,0,10,7,1,9,0,0,22,13.3,2,0,0,1,5,12,11,78,1,1,2,0,172,1,0,1,0,0,0,0,0,0,2.1892282962799072,Jack Macrae,0,16020,14,Western Bulldogs,2021,2,2
13,0.02857142857142857,7,0.035175879396984924,25,0.06544502617801047,38,0.04540023894862605,30,79,0,0,1,0.06666666666666667,5,0.041666666666666664,3,4,0.034782608695652174,5,0.06756756756756757,4,0,1,13,0.04529616724738676,26,0.04805914972273567,0,0,0,0,1,0,1,0.041666666666666664,87,128,105,2,3,7,363,0.029197080291970802,2,1,0,0,0,0,14,8,1,8,1,0,25,16.5,1,1,0.02040816326530612,0,69,5,9,59,0,1,0,0,135,1,0,1,0,0,0,0,0,0,0.547509491443634,Tom Mitchell,0,15932,7,Hawthorn,2021,7,0
11,0.025821596244131457,4,0.020833333333333332,10,0.04310344827586207,21,0.031914893617021274,16,76,0,0,0,0,4,0.04597701149425287,1,3,0.03260869565217391,6,0.08450704225352113,1,1,0,8,0.0326530612244898,12,0.03007518796992481,1,0.037037037037037035,0,0,1,0,1,0.06666666666666667,73,82,91,1,5,2,243,0.024390243902439025,1,0,0,0,0,0,5,8,0,3,1,0,15,9.4,0,0,0,0,16,16,8,64,0,1,0,0,347,1,0,1,0,0,0,0,0,0,-0.08852417767047882,David Mundy,0,16038,16,Fremantle,2021,42,0
12,0.02733485193621868,5,0.029585798816568046,9,0.027777777777777776,21,0.027522935779816515,18,86,0,0,0,0,5,0.03597122302158273,3,0,0,0,0,1,1,0,7,0.023728813559322035,10,0.02145922746781116,1,0.041666666666666664,0,0,1,5,0,0,82,90,97,0,0,3,187,0.01948051948051948,9,0,0,2,0,0,10,10,0,5,3,0,11,15.9,1,0,0,1,23,8,13,86,0,0,0,0,55,0,1,0,0,0,0,0,0,0,0.07770580053329468,Nic Newman,0,15957,10,Carlton,2021,13,0
11,0.023554603854389723,5,0.02252252252252252,4,0.011834319526627219,15,0.018633540372670808,11,73,2,0.08,1,0.058823529411764705,2,0.021505376344086023,0,7,0.06542056074766354,2,0.03773584905660377,3,1,1,5,0.01984126984126984,11,0.020146520146520148,0,0,1,0.037037037037037035,1,3,1,0.058823529411764705,79,75,72,1,1,8,412,0.03571428571428571,1,0,0,0,1,0,8,8,2,2,0,0,28,14.5,1,3,0.058823529411764705,0,18,10,11,76,0,0,0,0,34,1,0,1,0,0,0,0,0,0,0.0036754426546394825,Tarryn Thomas,0,15941,8,North Melbourne,2021,23,0
4,0.00881057268722467,1,0.007692307692307693,9,0.03146853146853147,13,0.01756756756756757,10,77,1,0.058823529411764705,0,0,7,0.043478260869565216,2,1,0.009009009009009009,1,0.012195121951219513,1,0,1,5,0.015197568389057751,8,0.021052631578947368,0,0,1,0.07142857142857142,0,0,1,0.07692307692307693,85,64,65,0,1,3,107,0.005813953488372093,1,2,0,0,0,0,3,2,1,5,0,0,23,8.6,0,1,0.023255813953488372,0,49,15,12,87,0,0,0,0,192,0,1,0,0,0,1,0,0,0,0.02034667879343033,Steven Motlop,0,15943,8,Port Adelaide,2021,21,0
11,0.02702702702702703,2,0.012195121951219513,7,0.019178082191780823,18,0.023316062176165803,11,61,0,0,1,0.05,1,0.006622516556291391,2,4,0.038834951456310676,1,0.014705882352941176,2,1,0,8,0.026490066225165563,9,0.019867549668874173,0,0,0,0,1,0,2,0.16666666666666666,86,59,66,0,1,4,449,0.03164556962025317,6,0,0,0,0,0,5,6,2,7,0,0,8,15.4,1,2,0.044444444444444446,1,30,12,5,42,0,0,0,0,3,1,0,0,0,0,0,0,0,1,-0.019557882100343704,Caleb Poulter,0,15948,9,Collingwood,2021,33,0
8,0.018648018648018648,4,0.024242424242424242,1,0.0035842293906810036,9,0.012711864406779662,9,100,0,0,0,0,1,0.00847457627118644,7,1,0.009345794392523364,0,0,1,1,0,3,0.010752688172043012,4,0.009685230024213076,1,0.045454545454545456,0,0,6,0,0,0,100,43,69,0,0,1,311,0.02097902097902098,6,0,1,4,1,0,7,8,0,1,2,0,8,7.8,0,0,0,4,41,8,15,98,0,0,0,0,199,0,1,1,0,0,0,0,0,0,0.0027491601649671793,Lachie Henderson,0,16035,16,Geelong,2021,28,0
14,0.032036613272311214,2,0.0111731843575419,3,0.013043478260869565,17,0.025487256371814093,13,77,1,0.038461538461538464,0,0,0,0,6,2,0.0196078431372549,2,0.02857142857142857,1,0,0,4,0.014598540145985401,9,0.023622047244094488,0,0,0,0,5,3,0,0,83,60,80,0,2,2,461,0.04,4,0,1,3,0,0,10,10,0,4,1,0,12,14.9,0,1,0.020833333333333332,4,22,12,11,78,0,0,0,0,121,1,0,0,0,1,0,0,0,0,-0.0211388748139143,Zac Williams,0,15986,11,Carlton,2021,32,0
5,0.010101010101010102,2,0.01020408163265306,6,0.019169329073482427,11,0.013613861386138614,4,36,0,0,0,0,2,0.015267175572519083,1,1,0.00847457627118644,1,0.013888888888888888,3,0,1,4,0.013468013468013467,5,0.010040160642570281,0,0,0,0,3,0,0,0,71,38,32,0,1,0,139,0.024691358024691357,0,2,0,0,0,0,8,2,0,4,0,0,20,-0.3,0,0,0,3,59,9,5,39,0,0,0,0,12,1,0,0,0,0,1,0,0,0,-9.319026139564812e-4,Jack Mahony,0,15889,2,North Melbourne,2021,31,0
9,0.02158273381294964,5,0.033112582781456956,11,0.03728813559322034,20,0.028089887640449437,15,75,0,0,0,0,9,0.08108108108108109,3,4,0.036036036036036036,3,0.0379746835443038,4,1,0,7,0.02422145328719723,14,0.034229828850855744,0,0,0,0,1,0,1,0.07692307692307693,81,101,84,1,2,3,280,0.03816793893129771,1,0,0,0,0,0,15,6,0,3,0,0,33,6.2,0,0,0,0,2,9,10,69,0,1,0,0,97,1,0,1,0,0,0,0,0,0,-0.045650415122509,Callum Mills,0,15914,5,Sydney,2021,40,0
12,0.028639618138424822,4,0.024691358024691357,10,0.0353356890459364,22,0.03133903133903134,18,82,0,0,0,0,2,0.015151515151515152,1,3,0.027522935779816515,6,0.08450704225352113,0,1,0,10,0.03546099290780142,13,0.03316326530612245,1,0.043478260869565216,1,0.034482758620689655,1,0,1,0.06666666666666667,74,77,104,3,3,7,211,0.029850746268656716,2,0,0,0,0,0,10,9,0,8,1,0,19,13.4,2,0,0,0,3,17,11,83,0,0,2,0,262,0,1,1,0,0,0,0,0,0,0.360148549079895,Josh P. Kennedy,0,15902,4,Sydney,2021,7,0
3,0.006944444444444444,0,0,1,0.0033444816053511705,4,0.005471956224350205,4,100,0,0,0,0,3,0.02112676056338028,0,1,0.010309278350515464,0,0,0,0,0,1,0.0037593984962406013,2,0.004338394793926247,0,0,0,0,0,0,0,0,56,23,33,0,0,2,39,0,2,0,0,0,0,0,4,3,0,1,0,0,7,5.5,0,0,0,0,24,13,16,109,0,0,0,0,219,0,1,1,0,0,0,0,0,0,0.01181176956743002,David Zaharakis,0,15927,6,Essendon,2021,26,0
6,0.013793103448275862,3,0.013215859030837005,0,0,6,0.009104704097116844,3,50,0,0,0,0,5,0.041666666666666664,2,2,0.019801980198019802,1,0.014285714285714285,1,0,0,1,0.004032258064516129,6,0.015037593984962405,0,0,0,0,1,0,2,0.15384615384615385,68,47,43,0,1,3,119,0.009009009009009009,0,1,0,0,0,0,10,3,0,0,0,1,14,-0.8,1,0,0,0,36,6,16,102,0,0,0,0,26,0,1,0,0,0,1,0,0,0,0.017649708315730095,Bobby Hill,0,16023,14,Greater Western Sydney,2021,23,0
14,0.03263403263403263,5,0.030303030303030304,15,0.053763440860215055,29,0.04096045197740113,23,79,0,0,0,0,6,0.05084745762711865,4,1,0.009345794392523364,2,0.024390243902439025,8,1,2,13,0.04659498207885305,16,0.0387409200968523,0,0,0,0,0,0,0,0,85,106,121,0,2,3,278,0.04195804195804196,8,0,0,1,0,0,13,11,0,11,2,0,18,12,0,0,0,0,41,8,15,98,0,0,3,0,50,0,1,0,0,0,0,0,0,0,1.1741575002670288,Tom Atkins,0,16035,16,Geelong,2021,4,0
16,0.03644646924829157,5,0.024630541871921183,13,0.03757225433526012,29,0.03694267515923567,22,76,0,0,0,0,3,0.03260869565217391,2,5,0.047619047619047616,6,0.08450704225352113,5,2,0,11,0.043137254901960784,18,0.03435114503816794,0,0,0,0,2,0,0,0,83,103,96,1,5,9,401,0.04424778761061947,5,1,0,0,0,0,17,11,1,5,1,0,31,12.3,1,0,0,0,59,12,20,132,0,0,0,0,231,0,1,0,0,0,0,0,0,1,0.31925737857818604,Jack Redden,0,15937,7,West Coast,2021,9,0
6,0.014018691588785047,5,0.034013605442176874,7,0.025735294117647058,13,0.018571428571428572,5,39,0,0,1,0.05555555555555555,1,0.006578947368421052,0,1,0.009523809523809525,0,0,4,0,1,6,0.021052631578947368,6,0.015228426395939087,2,0.10526315789473684,1,0.05,1,0,1,0.07692307692307693,72,50,49,0,0,5,120,0.027210884353741496,1,0,0,0,6,1,3,1,1,2,1,1,4,3,0,2,0.0425531914893617,0,26,16,13,94,0,0,0,0,45,0,1,0,0,0,1,0,0,0,0.00914277695119381,Sam Weideman,0,15954,9,Melbourne,2021,24,0
8,0.017699115044247787,4,0.016877637130801686,5,0.01953125,13,0.018361581920903956,12,92,0,0,0,0,2,0.021739130434782608,5,0,0,0,0,1,0,1,3,0.012987012987012988,8,0.017278617710583154,0,0,0,0,1,0,0,0,82,51,54,0,0,1,205,0.048,3,0,0,0,0,0,7,7,0,3,1,0,8,3.5,0,0,0,1,29,12,16,108,0,0,0,0,150,0,1,0,0,1,0,0,0,0,0.008512480184435844,Taylor Duryea,0,16042,16,Western Bulldogs,2021,25,0
25,0.053304904051172705,6,0.028169014084507043,4,0.014925373134328358,29,0.03934871099050204,23,79,0,0,0,0,0,0,10,4,0.03571428571428571,2,0.030303030303030304,1,2,0,7,0.026515151515151516,13,0.028761061946902654,0,0,0,0,1,0,0,0,85,103,132,1,1,6,671,0.03546099290780142,8,0,0,2,0,0,6,20,1,5,3,0,11,18.5,4,0,0,1,49,18,17,120,1,1,1,0,240,0,1,0,0,1,0,0,0,0,1.4264247417449951,Daniel Rich,0,16063,19,Brisbane Lions,2021,2,2
7,0.015418502202643172,3,0.01694915254237288,1,0.0034965034965034965,8,0.010810810810810811,6,75,1,0.043478260869565216,0,0,0,0,0,1,0.00980392156862745,1,0.013333333333333334,3,1,1,2,0.007017543859649123,6,0.013215859030837005,0,0,1,0.05,1,0,2,0.11764705882352941,85,36,32,0,1,4,126,0.014084507042253521,0,0,0,0,2,0,5,5,0,0,0,1,9,8.8,0,1,0.020833333333333332,0,16,5,11,71,0,0,0,0,61,1,0,0,1,0,0,0,0,0,0.008150119334459305,Liam Ryan,0,15984,11,West Coast,2021,23,0
6,0.014598540145985401,1,0.0055248618784530384,5,0.017421602787456445,11,0.015759312320916905,9,82,1,0.038461538461538464,0,0,7,0.05223880597014925,1,3,0.026785714285714284,3,0.04838709677419355,0,2,0,6,0.02197802197802198,4,0.00963855421686747,0,0,0,0,0,0,0,0,71,67,73,1,2,5,200,0,1,3,0,0,0,0,4,5,1,3,0,0,19,13.2,2,2,0.038461538461538464,0,41,13,16,109,0,0,0,0,48,0,1,0,1,0,0,0,0,0,-0.01872215047478676,Lachlan Murphy,0,15908,4,Adelaide,2021,43,0
11,0.026829268292682926,3,0.017341040462427744,6,0.02586206896551724,17,0.0264797507788162,12,71,0,0,0,0,3,0.02631578947368421,3,3,0.02857142857142857,4,0.05405405405405406,2,0,0,7,0.02702702702702703,10,0.027247956403269755,0,0,0,0,0,0,0,0,84,66,70,0,4,2,251,0.031746031746031744,3,0,0,0,0,0,7,7,0,6,0,0,19,8.9,1,0,0,0,44,16,13,94,0,1,0,0,96,0,1,0,0,0,0,0,0,1,0.04395970702171326,Hugh McCluggage,0,16025,15,Brisbane Lions,2021,19,0
7,0.01545253863134658,5,0.022222222222222223,12,0.03636363636363636,19,0.024265644955300127,16,84,0,0,0,0,3,0.026785714285714284,3,4,0.04081632653061224,2,0.031746031746031744,0,1,0,5,0.019157088122605363,15,0.028037383177570093,0,0,0,0,2,0,0,0,76,73,77,0,2,4,278,0.029197080291970802,1,0,0,0,0,0,8,6,1,2,0,0,20,10.6,1,0,0,0,38,12,8,60,0,0,0,0,183,1,0,1,0,0,0,0,0,0,0.014152315445244312,Chad Wingard,0,15944,8,Hawthorn,2021,19,0
6,0.014018691588785047,1,0.004975124378109453,10,0.036101083032490974,16,0.02269503546099291,11,69,0,0,1,0.058823529411764705,2,0.01652892561983471,1,4,0.04081632653061224,2,0.029850746268656716,2,0,0,9,0.033962264150943396,7,0.016355140186915886,1,0.03333333333333333,1,0.03571428571428571,0,0,0,0,77,50,56,0,2,5,204,0.015503875968992248,3,0,0,0,0,0,10,2,1,7,0,0,14,8.3,1,1,0.018518518518518517,0,28,11,12,83,0,0,0,0,237,1,0,0,0,0,0,0,0,1,-0.008103674277663231,David Mackay,0,15985,11,Adelaide,2021,34,0
7,0.016706443914081145,2,0.014814814814814815,11,0.028645833333333332,18,0.0224159402241594,12,67,0,0,0,0,2,0.013245033112582781,3,1,0.008620689655172414,0,0,5,0,2,5,0.01567398119122257,13,0.02857142857142857,0,0,0,0,0,1,0,0,75,51,48,0,0,2,266,0.017142857142857144,5,0,0,1,0,0,8,3,0,5,0,0,12,5.9,0,0,0,0,34,10,12,82,0,0,0,0,80,0,1,0,0,0,0,0,0,0,0.007616903632879257,Jayden Hunt,0,15924,6,Melbourne,2021,20,0
6,0.014251781472684086,3,0.015625,4,0.013333333333333334,10,0.013869625520110958,5,50,1,0.06666666666666667,1,0.05,1,0.006711409395973154,0,3,0.03225806451612903,0,0,0,1,0,6,0.024390243902439025,6,0.012987012987012988,1,0.05263157894736842,1,0.043478260869565216,1,0,0,0,85,47,59,0,0,5,198,0.009259259259259259,0,0,0,0,0,0,0,3,2,3,0,1,4,4.4,0,2,0.046511627906976744,0,21,8,10,68,0,0,0,0,175,0,1,0,0,0,1,0,0,0,0.09895100444555283,Jeremy Cameron,0,15947,9,Geelong,2021,15,0
12,0.025806451612903226,5,0.02252252252252252,4,0.01444043321299639,16,0.0215633423180593,11,69,1,0.034482758620689655,0,0,1,0.009345794392523364,2,3,0.030303030303030304,1,0.013333333333333334,1,1,0,2,0.007272727272727273,14,0.03090507726269316,0,0,0,0,2,0,0,0,69,70,59,0,1,5,373,0.014705882352941176,1,0,0,0,0,0,4,8,0,1,0,0,13,4.6,2,1,0.01818181818181818,2,64,15,19,129,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0.00672919163480401,Jaxon Prior,0,15981,11,Brisbane Lions,2021,26,0
6,0.014218009478672985,4,0.021505376344086023,5,0.013850415512465374,11,0.0140485312899106,6,55,0,0,1,0.1,1,0.009259259259259259,2,1,0.009433962264150943,1,0.015384615384615385,0,0,0,2,0.0071174377224199285,10,0.019762845849802372,0,0,0,0,1,0,0,0,73,45,33,0,1,4,83,0.00641025641025641,1,1,0,0,1,0,4,1,0,2,0,1,12,0,0,1,0.02631578947368421,1,16,9,13,87,0,0,0,0,6,0,1,0,0,0,1,0,0,0,-0.022208252921700478,Trent Bianco,0,16050,17,Collingwood,2021,36,0
10,0.0234192037470726,2,0.010362694300518135,18,0.06521739130434782,28,0.03982930298719772,19,68,0,0,1,0.05263157894736842,4,0.047619047619047616,1,7,0.06930693069306931,1,0.014925373134328358,6,0,2,7,0.02734375,20,0.046189376443418015,0,0,0,0,1,4,0,0,76,83,70,0,1,5,527,0.03305785123966942,3,0,1,1,0,0,15,3,1,6,0,0,20,10.4,2,1,0.01694915254237288,0,24,11,10,71,0,0,0,0,64,1,0,0,0,0,0,0,0,1,0.377463698387146,Andrew Brayshaw,0,15946,8,Fremantle,2021,9,0
9,0.019867549668874173,6,0.023715415019762844,6,0.01935483870967742,15,0.019659239842726082,13,87,0,0,0,0,1,0.01282051282051282,3,1,0.009708737864077669,0,0,0,1,0,8,0.0326530612244898,8,0.015267175572519083,2,0.08695652173913043,0,0,6,0,0,0,88,62,88,0,0,2,215,0.0196078431372549,10,0,1,2,0,0,4,8,0,3,3,0,5,14.7,1,0,0,4,29,12,11,78,0,0,0,0,72,0,1,0,0,0,0,0,0,0,-0.026647048071026802,Nathan Broad,0,15890,2,Richmond,2021,36,0
10,0.02444987775061125,5,0.03048780487804878,1,0.003048780487804878,11,0.014925373134328358,7,64,0,0,0,0,2,0.013986013986013986,4,0,0,2,0.02666666666666667,3,2,0,4,0.013937282229965157,6,0.0136986301369863,0,0,0,0,5,0,0,0,97,57,59,0,2,0,222,0.023622047244094488,6,0,0,2,0,0,8,6,0,3,3,0,8,9,0,0,0,5,31,4,18,112,0,0,0,0,160,0,1,0,0,0,0,0,0,0,0.03741210699081421,Liam Jones,0,16070,20,Carlton,2021,15,0
9,0.02127659574468085,4,0.020202020202020204,13,0.03869047619047619,22,0.028985507246376812,12,55,0,0,0,0,8,0.058394160583941604,1,4,0.041666666666666664,8,0.11594202898550725,6,1,1,14,0.05166051660516605,8,0.016842105263157894,1,0.047619047619047616,1,0.043478260869565216,1,1,0,0,83,133,146,4,4,3,233,0.03759398496240601,2,0,0,1,0,0,6,2,0,7,1,1,14,21.3,2,1,0.02127659574468085,1,7,13,8,61,0,1,7,0,49,1,0,0,0,0,0,0,1,0,1.4089524745941162,Sean Darcy,0,15953,9,Fremantle,2021,3,1
13,0.029545454545454545,2,0.010752688172043012,8,0.023880597014925373,21,0.027096774193548386,15,71,0,0,0,0,2,0.01904761904761905,2,5,0.04950495049504951,4,0.05970149253731343,4,2,2,9,0.031914893617021274,10,0.02053388090349076,0,0,0,0,4,0,1,0.05555555555555555,85,65,69,0,4,6,271,0.03007518796992481,8,0,0,0,0,0,9,8,0,4,0,0,12,11.9,4,0,0,1,54,11,18,119,0,0,1,0,107,0,1,0,0,1,0,0,0,0,0.12779027223587036,Darcy Byrne-Jones,0,15887,2,Port Adelaide,2021,12,0
7,0.01583710407239819,4,0.030534351145038167,1,0.0034129692832764505,8,0.010884353741496598,5,63,1,0.045454545454545456,0,0,0,0,1,0,0,1,0.011111111111111112,2,1,0,5,0.015105740181268883,2,0.005050505050505051,2,0.15384615384615385,0,0,6,0,0,0,65,42,50,0,1,3,94,0.018867924528301886,1,0,0,0,1,1,4,4,0,1,0,0,15,9.7,0,1,0.022222222222222223,2,20,7,13,85,0,0,0,0,13,0,1,0,0,0,1,0,0,0,-0.005965918302536011,Cody Weightman,0,16066,19,Western Bulldogs,2021,30,0
6,0.014778325123152709,1,0.005376344086021506,3,0.010344827586206896,9,0.01293103448275862,8,89,0,0,0,0,1,0.009345794392523364,1,0,0,0,0,1,1,1,1,0.00398406374501992,7,0.015659955257270694,0,0,0,0,5,0,0,0,76,30,45,0,0,2,162,0.018867924528301886,3,0,1,2,0,0,7,5,0,0,0,0,9,6.7,1,0,0,2,14,5,11,71,0,0,0,0,10,1,0,0,0,0,0,0,0,0,-0.013800987042486668,Darragh Joyce,0,16090,22,St Kilda,2021,37,0
14,0.028925619834710745,10,0.040983606557377046,8,0.02768166089965398,22,0.028460543337645538,17,77,0,0,0,0,0,0,3,0,0,1,0.014705882352941176,1,0,0,4,0.014598540145985401,17,0.034274193548387094,0,0,0,0,4,0,0,0,87,88,87,0,1,3,253,0.0136986301369863,6,0,0,0,0,0,8,11,0,3,3,0,11,6.9,1,0,0,2,24,7,12,79,0,0,0,0,42,0,1,0,0,0,0,0,0,0,-0.007032165769487619,Wil Powell,0,15930,7,Gold Coast,2021,31,0
15,0.034403669724770644,6,0.03015075376884422,7,0.024475524475524476,22,0.030470914127423823,18,82,0,0,0,0,4,0.032520325203252036,6,1,0.009009009009009009,0,0,3,0,1,4,0.01486988847583643,17,0.038288288288288286,0,0,0,0,2,0,0,0,73,90,90,0,0,2,455,0.020134228187919462,7,0,0,0,0,0,8,12,0,4,2,0,13,6.4,1,1,0.022222222222222223,2,9,13,7,55,0,0,0,0,24,1,0,0,0,1,0,0,0,0,-0.06963417679071426,Trent Rivers,0,16036,16,Melbourne,2021,43,0
1,0.0024813895781637717,0,0,3,0.008902077151335312,4,0.005405405405405406,4,100,0,0,0,0,6,0.04878048780487805,0,4,0.0392156862745098,4,0.05405405405405406,1,1,0,6,0.022988505747126436,1,0.002044989775051125,0,0,0,0,7,0,1,0.06666666666666667,61,50,71,1,3,2,78,0.007751937984496124,1,1,0,0,0,0,10,1,0,1,0,0,18,9.4,1,0,0,3,58,5,17,107,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0.006990731228142977,Paul Hunter,0,16103,23,St Kilda,2021,30,0
8,0.01904761904761905,6,0.033707865168539325,10,0.030959752321981424,18,0.024226110363391656,14,78,1,0.045454545454545456,0,0,7,0.04827586206896552,1,1,0.009708737864077669,6,0.06666666666666667,2,2,1,10,0.03389830508474576,9,0.02027027027027027,1,0.05555555555555555,1,0.05,4,0,0,0,84,129,119,0,6,4,196,0.007633587786259542,1,0,0,0,1,0,12,6,2,3,0,0,16,14.9,2,1,0.021739130434782608,3,34,7,14,91,0,0,3,0,189,0,1,0,0,0,0,0,0,0,1.4604744911193848,Mark Blicavs,0,15958,10,Geelong,2021,4,0
