kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,rolling_avg_games_polled,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
14,1,6,20,10,50,0,1,0,5,3,6,5,4,1,0,9,11,0,0,2,0,0,90,79,98,1,4,2,397,6,2,0,0,2,1,0,4,7,0,6,0,0,0,0,16,6.4,0,0,1,2,7,6,9,60,0,0,0,0,58,0,0.03773584905660377,0.009615384615384616,0.02666666666666667,0.03355704697986577,0,0.09090909090909091,0.04807692307692308,0.058823529411764705,0.0847457627118644,0.03237410071942446,0.037800687285223365,0,0,0,0.039735099337748346,0.029411764705882353,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.003260238328948617,Ryan Clarke,0,15763,8,Sydney,2020,42,0
7,1,5,12,7,58,0,0,0,0,6,0,0,2,0,0,5,5,0,0,7,0,0,90,34,69,0,0,1,258,2,5,0,1,3,0,0,1,4,0,5,0,0,0,0,3,11.5,0,0,0,7,7,11,7,53,0,0,0,0,73,0,0.018867924528301886,0.009615384615384616,0.022222222222222223,0.020134228187919462,0,0,0,0,0,0.017985611510791366,0.01718213058419244,0,0,0,0.013245033112582781,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0023763561621308327,Blake Hardwick,0,15763,8,Hawthorn,2020,39,0
12,1,8,20,14,70,0,0,0,3,2,5,2,2,2,1,9,11,0,0,4,0,1,69,66,119,0,2,5,384,3,4,1,0,0,1,0,6,8,0,9,0,0,0,0,13,11.4,0,0,0,0,7,6,9,60,0,0,0,0,61,0.07692307692307693,0.03234501347708895,0.009615384615384616,0.035555555555555556,0.03355704697986577,0,0,0.028846153846153848,0.049019607843137254,0.03389830508474576,0.03237410071942446,0.037800687285223365,0,0,0.1,0.019867549668874173,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02587387152016163,Oliver Florent,0,15763,8,Sydney,2020,11,0
5,1,5,10,10,100,0,0,0,1,4,1,1,2,1,1,3,7,0,0,8,0,1,99,30,76,0,1,2,140,0,2,0,0,2,0,0,8,5,0,2,0,0,0,0,8,7.7,0,0,0,6,7,6,9,60,0,0,0,0,29,0,0.013477088948787063,0.009615384615384616,0.022222222222222223,0.016778523489932886,0,0,0.009615384615384616,0.00980392156862745,0.01694915254237288,0.01079136690647482,0.024054982817869417,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03957979567349e-4,Robbie Fox,0,15763,8,Sydney,2020,23,0
11,2,3,14,11,79,0,0,0,1,8,0,1,1,0,0,3,7,1,0,7,0,0,83,49,78,0,1,2,336,3,3,0,0,1,0,0,8,9,0,2,0,0,1,0,10,4.2,0,0,0,5,7,6,9,60,0,0,0,0,33,0.04,0.029649595687331536,0.019230769230769232,0.013333333333333334,0.02348993288590604,0,0,0.009615384615384616,0,0.01694915254237288,0.01079136690647482,0.024054982817869417,0.07142857142857142,0,0,0.019867549668874173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03957979567349e-4,Jordan Dawson,0,15763,8,Sydney,2020,24,0
6,1,4,10,5,50,0,0,0,3,2,0,0,2,1,0,5,5,0,0,2,0,0,71,42,55,0,0,1,131,4,6,0,0,1,0,0,3,2,0,4,0,0,1,0,7,3.9,0,0,0,2,7,11,7,53,0,0,0,0,18,0,0.016172506738544475,0.009615384615384616,0.017777777777777778,0.016778523489932886,0,0,0.028846153846153848,0,0,0.017985611510791366,0.01718213058419244,0,0,0,0.026490066225165563,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-9.271246381103992e-4,Jack Scrimshaw,0,15763,8,Hawthorn,2020,36,0
9,2,4,13,7,54,0,0,0,2,1,4,3,3,1,0,7,7,0,0,1,0,0,70,50,62,1,2,3,265,4,4,0,0,0,0,0,5,4,1,5,0,0,0,0,10,3.6,0,0,0,1,7,11,7,53,0,0,0,0,36,0,0.02425876010781671,0.019230769230769232,0.017777777777777778,0.02181208053691275,0,0,0.019230769230769232,0.0392156862745098,0.05084745762711865,0.025179856115107913,0.024054982817869417,0,0,0,0.026490066225165563,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-6.418124539777637e-4,Harry Morrison,0,15763,8,Hawthorn,2020,30,0
10,1,7,17,11,65,0,0,0,5,0,3,6,4,2,1,11,5,0,0,1,0,0,88,66,77,4,2,3,244,3,3,1,0,0,1,0,8,4,1,6,0,0,0,0,19,9.9,0,0,0,1,7,11,7,53,0,0,0,0,41,0.16129032258064516,0.026954177897574125,0.009615384615384616,0.03111111111111111,0.028523489932885907,0,0,0.04807692307692308,0.029411764705882353,0.1016949152542373,0.039568345323741004,0.01718213058419244,0,0,0,0.019867549668874173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04974905401468277,James Worpel,0,15763,8,Hawthorn,2020,7,0
5,4,3,8,8,100,1,0,0,0,0,1,0,0,1,0,6,2,2,1,1,0,0,79,40,70,0,0,3,84,0,1,0,0,0,1,0,1,5,1,3,0,0,0,1,7,10,0,0,1,1,7,6,9,60,0,0,0,0,39,0,0.013477088948787063,0.038461538461538464,0.013333333333333334,0.013422818791946308,0.0625,0,0,0.00980392156862745,0,0.02158273381294964,0.006872852233676976,0.14285714285714285,0.1111111111111111,0,0,0.029411764705882353,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.505023338831961e-5,Tom McCartin,0,15763,8,Sydney,2020,27,0
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,75,4,7,0,0,1,41,0,0,0,0,0,1,0,0,0,0,0,0,25,0,0,3,1.1,4,0,0,0,7,11,7,53,0,0,0,0,18,0,0.0026954177897574125,0,0,0.0016778523489932886,0,0,0,0.00980392156862745,0,0.0035971223021582736,0.003436426116838488,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.008243214339018e-4,Mitch Lewis,0,15763,8,Hawthorn,2020,35,0
7,4,4,11,7,64,1,0,0,2,0,4,0,2,1,0,6,5,1,2,3,0,0,79,56,74,0,0,3,258,5,3,0,0,0,2,1,7,4,1,3,0,0,0,0,16,8.4,0,0,1,2,7,6,9,60,0,0,0,0,29,0,0.018867924528301886,0.038461538461538464,0.017777777777777778,0.018456375838926176,0.0625,0,0.019230769230769232,0.0392156862745098,0,0.02158273381294964,0.01718213058419244,0.07142857142857142,0.2222222222222222,0,0.033112582781456956,0.029411764705882353,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.055693112313747406,Nick Blakey,0,15763,8,Sydney,2020,43,0
13,1,5,18,11,61,0,0,0,3,0,8,2,7,2,3,11,9,0,0,2,0,0,77,57,76,1,1,1,452,9,6,0,0,0,1,0,6,7,1,9,0,0,0,0,15,7,0,0,0,2,7,6,9,60,0,0,0,0,20,0,0.03504043126684636,0.009615384615384616,0.022222222222222223,0.030201342281879196,0,0,0.028846153846153848,0.0784313725490196,0.03389830508474576,0.039568345323741004,0.030927835051546393,0,0,0,0.059602649006622516,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0033627089578658342,James Rowbottom,0,15763,8,Sydney,2020,14,0
4,3,3,7,4,57,0,0,0,3,0,2,0,2,0,1,5,3,0,0,3,0,0,71,36,54,0,0,0,166,1,1,0,0,0,0,0,3,3,1,4,0,0,0,2,13,5.5,0,0,0,1,7,6,9,60,0,0,0,0,3,0,0.01078167115902965,0.028846153846153848,0.013333333333333334,0.01174496644295302,0,0,0.028846153846153848,0.0196078431372549,0,0.017985611510791366,0.010309278350515464,0,0,0,0.006622516556291391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-6.76599214784801e-4,James Bell,0,15763,8,Sydney,2020,32,0
7,4,3,10,6,60,0,0,0,1,1,2,0,3,1,2,5,6,1,0,3,0,0,82,38,63,0,0,1,220,4,7,0,1,3,0,0,5,4,0,3,0,0,4,0,8,8.9,0,0,0,3,7,11,7,53,0,0,0,0,3,0,0.018867924528301886,0.038461538461538464,0.013333333333333334,0.016778523489932886,0,0,0.009615384615384616,0.0196078431372549,0,0.017985611510791366,0.020618556701030927,0.07142857142857142,0,0,0.026490066225165563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.002231757855042815,Will Day,0,15763,8,Hawthorn,2020,17,0
4,0,2,6,2,33,0,0,0,2,0,1,1,2,0,1,4,0,0,0,1,0,0,67,21,22,0,1,1,96,1,1,1,0,0,0,0,1,0,4,4,0,0,0,0,5,4.1,1,0,1,1,7,11,7,53,0,0,0,0,3,0,0.01078167115902965,0,0.008888888888888889,0.010067114093959731,0,0,0.019230769230769232,0.00980392156862745,0.01694915254237288,0.014388489208633094,0,0,0,0,0.006622516556291391,0.029411764705882353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-6.418124539777637e-4,Josh Morris,0,15763,8,Hawthorn,2020,31,0
3,1,6,9,7,78,0,0,0,0,0,0,0,1,0,0,4,6,0,0,3,0,0,75,24,46,0,0,3,63,2,4,0,0,0,0,0,5,2,0,3,0,0,0,0,9,6.2,0,0,0,1,7,6,9,60,0,0,0,0,3,0,0.008086253369272238,0.009615384615384616,0.02666666666666667,0.015100671140939598,0,0,0,0,0,0.014388489208633094,0.020618556701030927,0,0,0,0.013245033112582781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5633550356142223e-4,Dylan Stephens,0,15763,8,Sydney,2020,26,0
5,0,3,8,5,63,1,1,0,1,0,3,0,1,3,0,8,0,0,0,1,1,0,67,35,60,0,0,3,226,3,1,0,0,0,1,0,3,4,2,6,0,0,0,0,11,10.5,0,0,2,0,7,6,9,60,0,0,0,0,2,0,0.013477088948787063,0,0.013333333333333334,0.013422818791946308,0.0625,0.09090909090909091,0.009615384615384616,0.029411764705882353,0,0.02877697841726619,0,0,0,0,0.019867549668874173,0.058823529411764705,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0016854526475071907,Elijah Taylor,0,15763,8,Sydney,2020,38,0
7,2,3,10,6,60,0,0,0,1,3,1,1,2,1,1,3,7,0,0,3,0,0,73,35,47,0,1,0,149,3,5,0,0,0,0,0,6,4,0,2,0,0,2,0,7,3.5,0,0,0,3,7,6,9,60,0,0,0,0,1,0,0.018867924528301886,0.019230769230769232,0.013333333333333334,0.016778523489932886,0,0,0.009615384615384616,0.00980392156862745,0.01694915254237288,0.01079136690647482,0.024054982817869417,0,0,0,0.019867549668874173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.003768535563722253,Matthew Ling,0,15763,8,Sydney,2020,13,0
4,2,6,10,8,80,2,0,29,0,0,0,1,0,2,0,6,4,0,0,3,0,0,78,73,142,0,1,5,74,0,1,0,0,0,0,0,1,3,2,4,11,65.9,1,0,7,17.3,44,0,2,1,29,1,12,73,0,0,3,0,248,0.05,0.011627906976744186,0.01652892561983471,0.027649769585253458,0.017825311942959002,0.1111111111111111,0,0,0,0.013888888888888888,0.024291497975708502,0.013333333333333334,0,0,0,0,0.05714285714285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.050249338150024414,Paddy Ryder,1,15764,8,St Kilda,2020,10,0
4,2,3,7,4,57,1,0,0,2,0,0,1,2,0,1,2,4,0,2,1,0,0,85,35,47,1,0,3,79,0,0,1,0,0,1,0,1,2,0,2,0,0,0,1,12,5.1,0,0,3,0,29,8,6,44,0,0,0,0,226,0.1943127962085308,0.011627906976744186,0.01652892561983471,0.013824884792626729,0.012477718360071301,0.05555555555555555,0,0.022727272727272728,0,0.013888888888888888,0.008097165991902834,0.013333333333333334,0,0.15384615384615385,0,0,0.08571428571428572,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0024745333939790726,Robbie Gray,0,15764,8,Port Adelaide,2020,38,0
6,3,4,10,8,80,0,0,1,2,0,1,0,5,0,3,5,5,2,0,9,0,0,85,35,71,0,0,1,125,4,6,0,0,3,0,0,3,4,0,3,1,20,3,0,3,6.9,5,0,0,7,29,8,6,44,0,0,0,0,276,0.05813953488372093,0.01744186046511628,0.024793388429752067,0.018433179723502304,0.017825311942959002,0,0,0.022727272727272728,0.012987012987012988,0,0.020242914979757085,0.016666666666666666,0.1111111111111111,0,0,0.03361344537815126,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009555885568261147,Justin Westhoff,0,15764,8,Port Adelaide,2020,44,0
8,2,7,15,9,60,0,0,0,2,1,1,0,2,1,0,4,11,1,0,0,0,0,79,53,54,0,0,0,148,3,0,0,0,0,0,0,8,3,0,3,0,0,0,0,16,4.1,0,0,0,0,29,8,6,44,1,1,0,0,272,0.2204724409448819,0.023255813953488372,0.01652892561983471,0.03225806451612903,0.026737967914438502,0,0,0.022727272727272728,0.012987012987012988,0,0.016194331983805668,0.03666666666666667,0.05555555555555555,0,0,0.025210084033613446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009340466000139713,Travis Boak,0,15764,8,Port Adelaide,2020,17,0
4,3,3,7,7,100,0,0,0,0,1,0,1,2,0,1,2,5,0,0,2,0,0,85,24,38,0,1,1,61,0,1,0,0,1,0,0,7,4,0,2,0,0,0,0,9,3,0,0,0,1,29,1,12,73,0,0,0,1,194,0.010752688172043012,0.011627906976744186,0.024793388429752067,0.013824884792626729,0.012477718360071301,0,0,0,0,0.013888888888888888,0.008097165991902834,0.016666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00402104202657938,Jarryn Geary,0,15764,8,St Kilda,2020,20,0
11,3,2,13,6,46,0,2,0,3,1,7,2,3,2,1,9,5,2,1,4,0,1,80,59,91,0,2,5,350,4,1,0,0,0,1,0,1,4,2,5,0,0,0,0,13,10.3,0,0,2,2,29,8,6,44,0,0,0,0,253,0.11764705882352941,0.03197674418604651,0.024793388429752067,0.009216589861751152,0.023172905525846704,0,0.25,0.03409090909090909,0.09090909090909091,0.027777777777777776,0.03643724696356275,0.016666666666666666,0.1111111111111111,0.07692307692307693,0.1,0.03361344537815126,0.05714285714285714,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.022666575387120247,Brad Ebert,0,15764,8,Port Adelaide,2020,11,0
7,4,1,8,6,75,0,0,0,3,4,1,0,1,0,0,1,7,0,0,0,0,0,83,47,57,0,0,1,289,2,2,0,0,0,0,0,10,5,0,1,0,0,1,0,12,4.1,0,0,0,0,29,8,6,44,0,0,0,0,172,0.0759493670886076,0.020348837209302327,0.03305785123966942,0.004608294930875576,0.0142602495543672,0,0,0.03409090909090909,0.012987012987012988,0,0.004048582995951417,0.023333333333333334,0,0,0,0.01680672268907563,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.271246381103992e-4,Hamish Hartlett,0,15764,8,Port Adelaide,2020,35,0
8,4,5,13,9,69,0,0,0,0,3,0,0,2,0,0,4,8,0,0,5,0,0,91,46,58,0,0,0,111,4,4,0,1,1,0,0,3,5,0,4,0,0,1,0,4,3,0,0,0,4,29,1,12,73,0,0,0,0,141,0.05263157894736842,0.023255813953488372,0.03305785123966942,0.02304147465437788,0.023172905525846704,0,0,0,0,0,0.016194331983805668,0.02666666666666667,0,0,0,0.03361344537815126,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03957979567349e-4,Jake Carlisle,0,15764,8,St Kilda,2020,29,0
5,4,3,8,5,63,1,0,1,2,0,1,1,3,0,0,10,1,3,1,4,0,1,89,48,88,0,1,3,132,3,0,1,0,0,3,1,1,3,3,4,0,16.7,0,1,7,11.9,6,0,2,2,29,8,6,44,1,1,0,0,142,0.07462686567164178,0.014534883720930232,0.03305785123966942,0.013824884792626729,0.0142602495543672,0.05555555555555555,0,0.022727272727272728,0.012987012987012988,0.013888888888888888,0.04048582995951417,0.0033333333333333335,0.16666666666666666,0.07692307692307693,0.1,0.025210084033613446,0.05714285714285714,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.004213070496916771,Charlie Dixon,0,15764,8,Port Adelaide,2020,19,0
8,3,6,14,10,71,0,0,0,2,0,1,0,9,1,3,3,10,0,0,12,0,0,94,45,57,0,0,1,172,4,8,0,1,3,0,0,7,5,0,3,0,0,1,0,10,0.5,0,0,0,10,29,8,6,44,0,1,0,1,147,0.022556390977443608,0.023255813953488372,0.024793388429752067,0.027649769585253458,0.024955436720142603,0,0,0.022727272727272728,0.012987012987012988,0,0.012145748987854251,0.03333333333333333,0,0,0,0.03361344537815126,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.002428182167932391,Tom Jonas,0,15764,8,Port Adelaide,2020,22,0
11,4,5,16,11,69,0,0,0,1,1,2,1,2,0,0,3,11,0,0,1,0,0,85,59,63,0,1,2,256,0,2,0,0,1,0,0,1,7,0,2,0,0,1,0,6,5.7,0,0,0,1,29,1,12,73,0,0,0,0,157,0.08029197080291971,0.03197674418604651,0.03305785123966942,0.02304147465437788,0.0285204991087344,0,0,0.011363636363636364,0.025974025974025976,0.013888888888888888,0.012145748987854251,0.03666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0012842541327700019,Bradley Hill,0,15764,8,St Kilda,2020,25,0
10,1,8,18,9,50,0,0,0,3,0,1,4,4,1,0,6,11,0,0,0,0,0,58,62,67,2,2,3,179,5,4,0,0,0,0,0,2,2,0,4,0,0,0,0,13,5.9,0,0,0,0,29,1,12,73,0,0,0,0,132,0.1693548387096774,0.029069767441860465,0.008264462809917356,0.03686635944700461,0.03208556149732621,0,0,0.03409090909090909,0.012987012987012988,0.05555555555555555,0.024291497975708502,0.03666666666666667,0,0,0,0.04201680672268908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.021877190098166466,Sebastian Ross,0,15764,8,St Kilda,2020,12,0
11,0,6,17,8,47,0,1,0,5,3,4,5,1,1,0,7,10,0,0,1,0,1,76,67,100,2,3,3,266,3,1,0,0,0,0,0,10,4,0,5,0,0,0,0,19,9.3,0,0,1,0,29,8,6,44,0,0,0,0,147,0.2222222222222222,0.03197674418604651,0,0.027649769585253458,0.030303030303030304,0,0.125,0.056818181818181816,0.05194805194805195,0.06944444444444445,0.02834008097165992,0.03333333333333333,0,0,0.1,0.025210084033613446,0.02857142857142857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020314417779445648,Ollie Wines,0,15764,8,Port Adelaide,2020,13,0
9,2,3,12,8,67,0,0,0,1,4,1,2,4,0,1,3,7,1,0,1,0,0,88,40,39,0,2,1,393,3,3,0,1,1,0,0,5,5,0,2,0,0,1,0,6,1.4,0,0,0,1,29,8,6,44,0,0,0,0,103,0.019801980198019802,0.02616279069767442,0.01652892561983471,0.013824884792626729,0.0213903743315508,0,0,0.011363636363636364,0.012987012987012988,0.027777777777777776,0.012145748987854251,0.023333333333333334,0.05555555555555555,0,0,0.025210084033613446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-9.418994886800647e-5,Sam Mayes,0,15764,8,Port Adelaide,2020,31,0
4,2,2,6,4,67,1,0,0,0,0,3,0,0,0,0,4,3,1,0,2,0,0,69,28,59,0,0,1,116,2,2,0,0,0,0,0,1,2,1,3,0,0,0,1,5,6.4,0,0,2,2,29,1,12,73,0,0,0,0,82,0.013157894736842105,0.011627906976744186,0.01652892561983471,0.009216589861751152,0.0106951871657754,0.05555555555555555,0,0,0.03896103896103896,0,0.016194331983805668,0.01,0.05555555555555555,0,0,0.01680672268907563,0.05714285714285714,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.505023338831961e-5,Dean Kent,0,15764,8,St Kilda,2020,30,0
9,4,2,11,7,64,0,0,0,1,6,0,0,1,1,1,6,5,0,0,11,0,0,100,45,103,0,0,1,221,0,8,0,0,7,0,0,1,7,0,5,0,0,2,0,4,10.3,0,0,0,9,29,8,6,44,0,0,0,0,89,0,0.02616279069767442,0.03305785123966942,0.009216589861751152,0.0196078431372549,0,0,0.011363636363636364,0,0,0.024291497975708502,0.016666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01555513497442007,Tom Clurey,0,15764,8,Port Adelaide,2020,15,0
12,3,10,22,16,73,0,0,0,2,4,3,4,3,1,0,8,13,0,0,1,0,0,90,74,88,0,4,1,384,6,3,0,0,0,0,0,2,7,1,6,0,0,1,0,8,9.9,0,0,0,1,29,1,12,73,0,0,0,0,115,0.12149532710280374,0.03488372093023256,0.024793388429752067,0.04608294930875576,0.0392156862745098,0,0,0.022727272727272728,0.03896103896103896,0.05555555555555555,0.032388663967611336,0.043333333333333335,0,0,0,0.05042016806722689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19192823767662048,Jack Billings,0,15764,8,St Kilda,2020,6,0
12,2,8,20,15,75,0,0,0,2,3,3,8,5,2,3,13,8,0,0,1,0,0,83,59,90,3,5,1,378,6,1,0,0,0,0,0,8,8,1,5,0,0,0,0,15,10.7,0,0,0,0,29,1,12,73,0,0,5,0,97,0.012048192771084338,0.03488372093023256,0.01652892561983471,0.03686635944700461,0.035650623885918005,0,0,0.022727272727272728,0.03896103896103896,0.1111111111111111,0.05263157894736842,0.02666666666666667,0,0,0,0.05042016806722689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.30687829852104187,Zak Jones,2,15764,8,St Kilda,2020,5,0
6,3,3,9,7,78,2,0,0,1,0,2,0,2,0,1,5,2,2,0,1,0,0,90,46,68,0,0,2,137,5,2,1,0,0,6,2,2,6,1,3,0,0,0,0,8,10.7,0,0,2,1,29,1,12,73,0,0,0,0,100,0.08695652173913043,0.01744186046511628,0.024793388429752067,0.013824884792626729,0.016042780748663103,0.1111111111111111,0,0.011363636363636364,0.025974025974025976,0,0.020242914979757085,0.006666666666666667,0.1111111111111111,0,0,0.04201680672268908,0.05714285714285714,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.577834814786911e-4,Tim Membrey,0,15764,8,St Kilda,2020,28,0
10,4,5,15,11,73,0,0,0,2,1,5,2,1,0,0,4,9,0,0,0,0,0,77,60,68,0,2,2,376,3,2,1,0,0,0,0,6,8,1,4,0,0,0,0,11,5.8,0,0,0,0,29,1,12,73,0,0,0,0,87,0,0.029069767441860465,0.03305785123966942,0.02304147465437788,0.026737967914438502,0,0,0.022727272727272728,0.06493506493506493,0.027777777777777776,0.016194331983805668,0.03,0,0,0,0.025210084033613446,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.015963459387421608,Jack Sinclair,0,15764,8,St Kilda,2020,14,0
5,2,10,15,11,73,0,0,0,3,0,1,2,2,1,0,2,13,0,0,1,0,0,78,54,66,2,0,3,98,4,0,0,0,0,0,0,8,4,0,1,0,0,0,1,12,2.7,0,0,0,0,29,8,6,44,0,0,0,0,67,0.017241379310344827,0.014534883720930232,0.01652892561983471,0.04608294930875576,0.026737967914438502,0,0,0.03409090909090909,0.012987012987012988,0.027777777777777776,0.008097165991902834,0.043333333333333335,0,0,0,0.03361344537815126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.008256923407316208,Karl Amon,0,15764,8,Port Adelaide,2020,18,0
9,3,12,21,15,71,0,0,0,6,0,3,4,2,0,0,10,11,0,0,4,0,0,94,84,114,1,3,3,229,3,2,1,0,0,0,0,12,6,0,5,0,0,0,0,25,10.5,0,0,0,1,29,1,12,73,1,1,1,0,86,0.038461538461538464,0.02616279069767442,0.024793388429752067,0.055299539170506916,0.0374331550802139,0,0,0.06818181818181818,0.03896103896103896,0.05555555555555555,0.04048582995951417,0.03666666666666667,0,0,0,0.025210084033613446,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.09947767853736877,Jack Steele,3,15764,8,St Kilda,2020,9,0
13,1,10,23,13,57,1,0,0,0,0,4,5,4,0,0,9,9,0,0,0,1,2,81,68,94,4,1,3,303,2,1,0,0,0,0,0,1,7,0,6,0,0,0,0,5,11.2,0,0,1,0,29,1,12,73,0,0,5,0,89,0.037037037037037035,0.0377906976744186,0.008264462809917356,0.04608294930875576,0.040998217468805706,0.05555555555555555,0,0,0.05194805194805195,0.06944444444444445,0.03643724696356275,0.03,0,0,0.2,0.01680672268907563,0.02857142857142857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5307618975639343,Jade Gresham,0,15764,8,St Kilda,2020,2,2
7,5,1,8,4,50,0,0,0,3,2,0,0,6,0,0,2,6,0,0,11,0,0,95,50,41,0,0,1,101,2,4,0,1,3,0,0,5,3,0,2,0,0,2,0,5,0.2,0,0,0,9,29,1,12,73,0,0,4,0,53,0,0.020348837209302327,0.04132231404958678,0.004608294930875576,0.0142602495543672,0,0,0.03409090909090909,0,0,0.008097165991902834,0.02,0,0,0,0.01680672268907563,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1194935142993927,Dougal Howard,0,15764,8,St Kilda,2020,8,0
